batch_size,threshold,low_rank_mode,compose_mode,device,before_module_name,before_module_params,before_module_shape,before_latency_mean s,before_latency_std s,before_throughput_mean s,before_throughput_std s,before_model_size_mb,after_module_name,after_module_params,after_S_params,after_Vh_params,after_U_params,after_latency_mean s,after_latency_std s,after_throughput_mean s,after_throughput_std s,after_model_size_mb,after_S_shape,after_Vh_shape,after_U_shape
8,0.0001,quantile,one_layer,cuda,Conv2d,589824,"[256, 256, 3, 3]",0.0810415992513299,0.03326766773031159,0.0336752001196146,0.005165976216748677,2.25,DecomposedConv2d,589824,0,0,589824,0.09980799928307534,0.027134222727368994,0.03755919989198446,0.0032433566235288073,2.25,0,0,"[256, 256, 3, 3]"
8,0.0001,quantile,one_layer,cuda,Conv2d,1179648,"[512, 256, 3, 3]",0.09316319897770882,0.12228551687299377,0.024449800327420234,0.005463813575592212,4.5,DecomposedConv2d,1179648,0,0,1179648,0.08693120013922453,0.03357977458992231,0.02707360005006194,0.0033129810448793936,4.5,0,0,"[512, 256, 3, 3]"
8,0.0001,quantile,one_layer,cuda,Conv2d,2359296,"[512, 512, 3, 3]",0.2405087999999523,0.1591473933473133,0.11274079903960228,0.004241023588018964,9.0,DecomposedConv2d,2359296,0,0,2359296,0.23318720161914824,0.03286971974569024,0.11481559984385967,0.005107085367656174,9.0,0,0,"[512, 512, 3, 3]"
8,0.0001,quantile,one_layer,cuda,Conv2d,131072,"[512, 256, 1, 1]",0.08952959896996618,0.10523445093075559,0.01512539992108941,0.004116029551966423,0.5,DecomposedConv2d,131072,0,0,131072,0.07908320017158985,0.0353463898253539,0.013498400058597326,0.00360268968415466,0.5,0,0,"[512, 256, 1, 1]"
8,0.0001,quantile,one_layer,cuda,Conv2d,2359296,"[512, 512, 3, 3]",0.23358559906482695,0.03468481541365462,0.11542299948632717,0.0037072045742112376,9.0,DecomposedConv2d,2359296,0,0,2359296,0.2340640015900135,0.041868733726611346,0.11407300010323525,0.0037485335463280324,9.0,0,0,"[512, 512, 3, 3]"
8,0.0001,quantile,one_layer,cuda,Conv2d,2359296,"[512, 512, 3, 3]",0.23961599841713904,0.04275004831698457,0.11343559995293617,0.003973283432253581,9.0,DecomposedConv2d,2359296,0,0,2359296,0.2413584016263485,0.03276142880950487,0.11324679926037788,0.003776492140466728,9.0,0,0,"[512, 512, 3, 3]"
8,0.0001,quantile,one_layer,cuda,Linear,5130,"[10, 512]",0.28719999506138266,1.1690903208590377,0.0022117999906186014,0.00048195180497534603,0.02,DecomposedLinear,5130,0,0,5120,0.01665599993430078,0.0037836737901169003,0.0021486000157892706,0.000624714081034216,0.02,0,0,"[10, 512]"
8,0.0001,quantile,two_layers,cuda,Conv2d,9408,"[64, 3, 7, 7]",0.03328960058279336,0.056030359192544586,0.00326399999903515,0.0005752648394783394,0.036,DecomposedConv2d,13504,0,9408,4096,0.06666239984333515,0.11311208753577812,0.008608000003732741,0.005758812964070666,0.052,0,"[64, 3, 7, 7]","[64, 64, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,36864,"[64, 64, 3, 3]",0.05680800061672926,0.029222330007488893,0.005221999948844314,0.002672942424867802,0.141,DecomposedConv2d,40960,0,36864,4096,0.15016800165176392,0.12129446312985472,0.008426399901509285,0.0052530525143109725,0.156,0,"[64, 64, 3, 3]","[64, 64, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,36864,"[64, 64, 3, 3]",0.04315680023282766,0.0071083327677682355,0.005519199988339096,0.003437658373251612,0.141,DecomposedConv2d,40960,0,36864,4096,0.11026720069348812,0.02570972926393897,0.01649320018477738,0.003979241565219729,0.156,0,"[64, 64, 3, 3]","[64, 64, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,36864,"[64, 64, 3, 3]",0.06070559956133366,0.025178165877602687,0.0067779999691993,0.004942318357513518,0.141,DecomposedConv2d,40960,0,36864,4096,0.13424800001084805,0.025724857271895062,0.006440400052815676,0.0026758490435533104,0.156,0,"[64, 64, 3, 3]","[64, 64, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,36864,"[64, 64, 3, 3]",0.057443200051784514,0.02820615264513915,0.004426399990916252,0.002193257420963479,0.141,DecomposedConv2d,40960,0,36864,4096,0.08485920019447804,0.024753170608102937,0.012393600074574351,0.0047356335118034,0.156,0,"[64, 64, 3, 3]","[64, 64, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,73728,"[128, 64, 3, 3]",0.10659999996423722,0.04050943706757611,0.010165200009942055,0.0020143744586637383,0.281,DecomposedConv2d,90112,0,73728,16384,0.0939279992133379,0.101477682034222,0.016063399938866497,0.0016699562016866559,0.344,0,"[128, 64, 3, 3]","[128, 128, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,147456,"[128, 128, 3, 3]",0.09170240089297295,0.030932314935890704,0.011973399901762605,0.003729899456139072,0.562,DecomposedConv2d,163840,0,147456,16384,0.08935360107570886,0.0991653426047921,0.014315800042822957,0.0024356299413088693,0.625,0,"[128, 128, 3, 3]","[128, 128, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,8192,"[128, 64, 1, 1]",0.037824000045657155,0.012465102680594024,0.004691799986176193,0.0033404661749353607,0.031,DecomposedConv2d,12288,0,4096,8192,0.17539360076189042,0.221951372957459,0.011878799856640398,0.003593354027359333,0.047,0,"[64, 64, 1, 1]","[128, 64, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,147456,"[128, 128, 3, 3]",0.05938879977911711,0.021630709238826172,0.012302799941971898,0.004034481712276195,0.562,DecomposedConv2d,163840,0,147456,16384,0.08243040032684804,0.021051401480281628,0.01732980003580451,0.004316758358352108,0.625,0,"[128, 128, 3, 3]","[128, 128, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,147456,"[128, 128, 3, 3]",0.08529119938611984,0.024268202554209643,0.01168100005015731,0.0024856387232056734,0.562,DecomposedConv2d,163840,0,147456,16384,0.12991839796304702,0.01716728154555513,0.020646600052714348,0.012246924028008546,0.625,0,"[128, 128, 3, 3]","[128, 128, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,294912,"[256, 128, 3, 3]",0.06362399943172932,0.021586573477042757,0.01366040005814284,0.004649390569074522,1.125,DecomposedConv2d,360448,0,294912,65536,0.16898879855871202,0.13712360305087992,0.012348999828100204,0.004126128606697991,1.375,0,"[256, 128, 3, 3]","[256, 256, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,589824,"[256, 256, 3, 3]",0.07108960039913655,0.029539933254025763,0.0344045995734632,0.0045542056591575154,2.25,DecomposedConv2d,655360,0,589824,65536,0.18722719922661782,0.18852685854231846,0.04315359964966774,0.0049977987455816384,2.5,0,"[256, 256, 3, 3]","[256, 256, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,32768,"[256, 128, 1, 1]",0.051727999746799466,0.016967323462370586,0.010166200017556548,0.003331580193261453,0.125,DecomposedConv2d,49152,0,16384,32768,0.17595039755105973,0.21992872846785066,0.014962000073865056,0.0005367465932705557,0.188,0,"[128, 128, 1, 1]","[256, 128, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,589824,"[256, 256, 3, 3]",0.09382880032062531,0.019392864323147258,0.03618599958717823,0.004510291183573914,2.25,DecomposedConv2d,655360,0,589824,65536,0.0883328003808856,0.030209228143943143,0.04508580025285482,0.004315143835774707,2.5,0,"[256, 256, 3, 3]","[256, 256, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,589824,"[256, 256, 3, 3]",0.09104640036821365,0.03603370537357723,0.03434879956766963,0.004401966044975278,2.25,DecomposedConv2d,655360,0,589824,65536,0.09947359953075648,0.034821681643034334,0.046075999923050406,0.003825145462771624,2.5,0,"[256, 256, 3, 3]","[256, 256, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,1179648,"[512, 256, 3, 3]",0.09636480063199997,0.02330928810173076,0.021327400021255015,0.0041532492383513885,4.5,DecomposedConv2d,1441792,0,1179648,262144,0.10852000042796135,0.1268998442041574,0.031736400071531536,0.003935885294913269,5.5,0,"[512, 256, 3, 3]","[512, 512, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,2359296,"[512, 512, 3, 3]",0.23602560088038443,0.029700002685035785,0.11386699974536896,0.003369795008849621,9.0,DecomposedConv2d,2621440,0,2359296,262144,0.2809056006371975,0.11229712482342477,0.13367260098457337,0.0045176962363558965,10.0,0,"[512, 512, 3, 3]","[512, 512, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,131072,"[512, 256, 1, 1]",0.05923200026154518,0.029172554183200604,0.012827399978414178,0.0030680376794901144,0.5,DecomposedConv2d,196608,0,65536,131072,0.15971520096063613,0.19393257620523147,0.016650200076401233,0.0017801341366460606,0.75,0,"[256, 256, 1, 1]","[512, 256, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,2359296,"[512, 512, 3, 3]",0.23635519966483115,0.03046181635946278,0.11462420001626014,0.004352209796715339,9.0,DecomposedConv2d,2621440,0,2359296,262144,0.26978560239076615,0.03827506404411707,0.13496899977326393,0.004252562542193325,10.0,0,"[512, 512, 3, 3]","[512, 512, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Conv2d,2359296,"[512, 512, 3, 3]",0.2254047989845276,0.03606501084312204,0.1124733991920948,0.00435324793459944,9.0,DecomposedConv2d,2621440,0,2359296,262144,0.24323360100388527,0.039936179955409976,0.1339199997484684,0.0051120639464026976,10.0,0,"[512, 512, 3, 3]","[512, 512, 1, 1]"
8,0.0001,quantile,two_layers,cuda,Linear,5130,"[10, 512]",0.04646080015227198,0.00976897104684913,0.004267200001049787,0.0026048341133590638,0.02,DecomposedLinear,5230,0,5120,100,0.268840000894852,1.0638070787791394,0.007341600011568516,0.0053475538625947895,0.02,0,"[10, 512]","[10, 10]"
8,0.0001,quantile,three_layers,cuda,Conv2d,9408,"[64, 3, 7, 7]",0.023415999952703714,0.005258778029512647,0.005035399924963713,0.00473253703941348,0.036,DecomposedConv2d,13568,64,9408,4096,0.058355200290679934,0.012674631509567234,0.011522800102829934,0.0018858434944081617,0.052,"[64, 1, 1]","[64, 3, 7, 7]","[64, 64, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,36864,"[64, 64, 3, 3]",0.05246239993721247,0.01991166233684374,0.0049364000093191866,0.0032813599957627793,0.141,DecomposedConv2d,41024,64,36864,4096,0.07863840013742447,0.012625995227264266,0.007896800059825182,0.004601382968480842,0.156,"[64, 1, 1]","[64, 64, 3, 3]","[64, 64, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,36864,"[64, 64, 3, 3]",0.053838399797677995,0.030624070025831986,0.005948400020133704,0.00411888386532876,0.141,DecomposedConv2d,41024,64,36864,4096,0.07739040106534958,0.010910350066823428,0.009125000052154063,0.004511223445477318,0.156,"[64, 1, 1]","[64, 64, 3, 3]","[64, 64, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,36864,"[64, 64, 3, 3]",0.05117600038647652,0.020577305909049794,0.006226600054651499,0.003919690720104317,0.141,DecomposedConv2d,41024,64,36864,4096,0.08416480049490929,0.028229112735944376,0.007623799960128963,0.003230185411614625,0.156,"[64, 1, 1]","[64, 64, 3, 3]","[64, 64, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,36864,"[64, 64, 3, 3]",0.046846399828791616,0.014170546762900926,0.006002800050191581,0.004219340467579569,0.141,DecomposedConv2d,41024,64,36864,4096,0.15858240202069282,0.06309127092587685,0.017354199942201377,0.0018320355561149396,0.156,"[64, 1, 1]","[64, 64, 3, 3]","[64, 64, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,73728,"[128, 64, 3, 3]",0.09575520008802414,0.03731180535989909,0.006519400014076382,0.004380705887391712,0.281,DecomposedConv2d,90240,128,73728,16384,0.07950880005955696,0.015951327413155234,0.0062307999702170495,0.0024492401931794036,0.344,"[128, 1, 1]","[128, 64, 3, 3]","[128, 128, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,147456,"[128, 128, 3, 3]",0.056521599739789964,0.02355311472579386,0.011554999882355333,0.0030161589119106352,0.562,DecomposedConv2d,163968,128,147456,16384,0.08491040021181107,0.02202037415613433,0.015272200061008333,0.0035948743553810792,0.625,"[128, 1, 1]","[128, 128, 3, 3]","[128, 128, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,8192,"[128, 64, 1, 1]",0.04774879990145564,0.02808916191470086,0.00549219996901229,0.0028907982077805375,0.031,DecomposedConv2d,12352,64,4096,8192,0.08324960023164749,0.03473832398585012,0.017427799897268413,0.0033605302870580397,0.047,"[64, 1, 1]","[64, 64, 1, 1]","[128, 64, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,147456,"[128, 128, 3, 3]",0.06087200026959181,0.023514432793520217,0.011778800003230571,0.004435442162626663,0.562,DecomposedConv2d,163968,128,147456,16384,0.0903072003275156,0.029784334897844784,0.017829800117760898,0.005053307196923313,0.625,"[128, 1, 1]","[128, 128, 3, 3]","[128, 128, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,147456,"[128, 128, 3, 3]",0.06697760038077831,0.023864463138014155,0.012309800134971738,0.003408851255468494,0.562,DecomposedConv2d,163968,128,147456,16384,0.08649599887430667,0.022022426395983917,0.01492220014333725,0.002702306268696001,0.625,"[128, 1, 1]","[128, 128, 3, 3]","[128, 128, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,294912,"[256, 128, 3, 3]",0.0916528008878231,0.025452578283927524,0.012533600069582462,0.002454519638458224,1.125,DecomposedConv2d,360704,256,294912,65536,0.1514544002711773,0.010572304767352202,0.01255140001885593,0.004255747498474966,1.376,"[256, 1, 1]","[256, 128, 3, 3]","[256, 256, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,589824,"[256, 256, 3, 3]",0.10197600126266479,0.022742873929589555,0.03175399992614984,0.003486023333859592,2.25,DecomposedConv2d,655616,256,589824,65536,0.08829759955406188,0.03383075455640707,0.04105500020086765,0.005831489479473354,2.501,"[256, 1, 1]","[256, 256, 3, 3]","[256, 256, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,32768,"[256, 128, 1, 1]",0.06514080055058002,0.033827711465754334,0.009794600028544664,0.002832416671926568,0.125,DecomposedConv2d,49280,128,16384,32768,0.07331839948892593,0.009457018839215549,0.0187049999833107,0.005443922271325492,0.188,"[128, 1, 1]","[128, 128, 1, 1]","[256, 128, 1, 1]"
8,0.0001,quantile,three_layers,cuda,Conv2d,589824,"[256, 256, 3, 3]",0.10135679952800274,0.02818045109664225,0.03589560007676482,0.004210768245571845,2.25,DecomposedConv2d,655616,256,589824,65536,0.15826719850301743,0.015765457137914284,0.04588500019162893,0.003477818180768663,2.501,"[256, 1, 1]","[256, 256, 3, 3]","[256, 256, 1, 1]"
